timestamp,dataset_path,batch_size,num_epochs,learning_rate,memory_dim,time_dim,embedding_dim,dropout,train_loss,val_AUC,test_AUC,val_AP,test_AP,run
2023-12-12 14:17:18,data/act-mooc/graph.pt,256,5,0.001,100,100,100,0.1,nan,0.7161772228645915,0.697067462860689,0.035532087133549356,0.029094635621302274,0
2023-12-12 14:20:29,data/act-mooc/graph.pt,256,5,0.001,100,100,100,0.1,nan,0.7683575758390603,0.7359433037230544,0.04231402378807774,0.03711996843501708,1
2023-12-12 14:22:05,data/act-mooc/graph.pt,256,5,0.001,100,100,100,0.1,nan,0.7423406742700999,0.7000173829409384,0.0353739174389296,0.028287995426810555,2
2023-12-12 15:24:15,data/junyi/graph_sub.pt,1024,5,0.001,100,100,100,0.1,nan,0.7501365600130765,0.5588820499885172,0.10696325553585063,0.05369803161260099,0
2023-12-12 15:26:54,data/junyi/graph_sub.pt,1024,5,0.001,100,100,100,0.1,nan,0.7477660798396342,0.5575344071445372,0.10878294629801061,0.05729444165815774,1
2023-12-12 15:29:35,data/junyi/graph_sub.pt,1024,5,0.001,100,100,100,0.1,nan,0.7477660798396342,0.5575344071445372,0.10878294629801061,0.05729444165815774,2
